Classification,TransientID
CV,1302081430274150136
SN,1302081290044124939
CV,1302071350324174129
Blazar,1302071210544131954
SN,1302071180594124448
SN,1302071180594112812
AGN,1302071180594109478
AGN?,1302071150594109346
CV,1302061230454136240
Blazar,1302061180174118628
Mira,1302061040444139121
SN?,1302051320574131490
AGN,1302051090544104678
SN,1302051070684112717
AGN?,1302051070574141323
CV,1302051040264151137
AGN,1302021320494133884
HPM,1302011490274104873
CV,1302011090264101772
SN,1301311430304145952
CV,1301311380344128824
HPM,1301221040864152906
HPM,1301221040864152365
CV,1301221040844144288
Flare/SN?,1301220040744106245
SN,1301211350324164342
CV,1301211320344144585
AGN?,1301201010634112008
HPM,1301200150504118194
AGN,1301200040614105139
SN,1301200010614127750
AGN,1301191180604110642
CV,1301191150664140530
AGN/SN,1301191010674124017
HPM,1301190040324141041
HPM,1301181430464127521
AGN?,1301181290534132162
SN,1301181150574139493
AGN,1301181091254106470
SN?,1301171320484141493
AGN,1301171290494101134
SN,1301171260534109021
AGN,1301171260514105921
SN,1301171230524118664
Blazar?,1301171210544133044
HPM,1301171040504112807
Unknown,1301161260474144339
SN,1301161230184124892
AGN,1301161120464102418
Blazar,1301151460334132242
SN,1301151460314123896
SN,1301151120114110654
AGN,1301151090124141829
Blazar,1301141600214150936
CV?,1301141550224170154
Flare,1301141010054127807
AGN,1301131320454135242
SN,1301131040554137759
SN?,1301131040444124691
Flare,1301131010554139998
Blazar,1301130210584145069
SN,1301130150634137478
Blazar,1301130120094138246
SN,1301130120044104936
Unknown,1301130010334119217
SN,1301120070604117823
SN,1301120070554118370
Blazar,1301120070524109667
AGN,1301101460464125754
SN?,1301101400304128284
HPM,1301101260464109475
HPM,1301100070484108784
SN?,1301091180664133645
SN,1301091150634114188
AGN,1301091120664116217
AGN?,1301091090664134262
SN,1301091071264128565
AGN,1301091070734127647
Unknown,1301090070214110336
SN,1301081630244112050
SN,1301081630234143254
SN?,1301081070654101988
CV,1301080070724103395
CV,1301080040714113582
Unknown,1301071430404125956
AGN?,1301071180594108991
Flare,1301070040264138462
AGN,1301061230534111716
Unknown,1301061180514114118
SN,1301061180114141191
CV,1301061090614105661
HPM,1301061090094117234
SN,1301051350454137063
AGN?,1301051320514130360
CV,1301051320504135525
SN,1301051260644124613
SN?,1301051230604112006
SN,1301051230574132403
Unknown,1301031490264148655
HPM,1301031350364121228
SN,1301031150424151613
SN,1301031090774135654
SN,1301030010464118888
SN,1212211320424112761
Flare,1212201180394146401
AGN,1212201070564109636
SN,1212201040594136782
HPM,1212201040594103839
HPM,1212200040674116039
SN,1212131150124142506
HPM,1212131040594104095
HPM,1212130090024144127
SN,1212121380464142104
SN,1212121380464115648
Unknown,1212121070164123828
Blazar,1212121070084233940
SN,1212121040124143985
Flare,1212121010294164062
SN,1212111040224118793
SN?,1212110011224121038
SN,1212101520234135082
CV,1212101350424137225
Blazar,1212101350334155040
Var,1212101350304169390
SN,1212101150604109404
HPM,1212101070614108872
HPM,1212100040674114384
SN,1212091350184194219
CV,1212091320214200033
AGN,1212091210554119667
SN,1212091210534111237
Blazar,1212081180274143485
AGN,1212081150704122264
SN?,1212081120734147885
AGN,1212081120714110802
HPM,1212081040594104311
SN/CV,1212080290194104068
CV,1212080121174102903
CV,1212080070564106982
Blazar,1212080010604101425
SN,1212071120514101732
SN,1212071120484110619
AGN?,1212051210064142482
YSO,1212041010314105958
SN,1212040120274106666
Mira,1212040090324112508
SN?,1212040070204124265
SN,1212031260564126571
Flare,1212031040274125613
CV,1212031040224128186
CV,1212021350134123988
HPM,1211251010564111427
SN,1211250150284101590
CV,1211250040294129168
CV,1211250040254118613
HPM,1211241430354131229
HPM,1211241040594103370
SN,1211240181134110780
HPM,1211231070614109198
CV,1211230090284149514
CV,1211230090284118680
CV,1211230090264132139
SN,1211221120164101986
SN/CV,1211220040254102621
CV,1211211400124152237
SN?,1211201320154114442
SN,1211201320134127533
CV,1211201260144138885
CV,1211201210114118379
SN,1211201210104124196
CV/SN,1211151400024128052
CV,1211151380114123352
HPM,1211151320024143451
AGN,1211151260444107809
HPM,1211151070614108238
SN,1211141090484136131
CV,1211141070524124013
SN,1211141040564146287
Blazar,1211140261114102829
SN,1211140260264156771
SN,1211140260164132316
AGN,1211140230104117851
CV,1211140230074119666
Flare,1211131320034233281
SN/AGN,1211131260074114017
Flare?,1211131260074105573
SN,1211131210484133381
SN,1211131180484106123
Flare,1211131180104107175
SN,1211121350134141376
CV,1211121320074127003
AGN,1211121260104125682
SN,1211121260104115636
SN,1211121150034142136
SN,1211121010044139995
CV,1211120181094128727
SN,1211071070144131502
SN?,1211070231124139883
AGN?,1211070040084107170
SN,1211061320034107388
HPM,1211061320024142735
SN/CV,1211061121194114499
SN,1211060150264111449
HPM,1211041040594103137
Blazar,1211041040244133578
SN/CV,1211040151144115708
CV,1211040071244137294
Ast?,1211040011274138471
HPM,1211030011184117219
CV/SN,1211021320104124291
SN/CV,1210270120284116794
SN,1210270040254109015
SN?,1210261570514139359
SN,1210261570504105230
CV,1210251520614129666
Flare,1210230210184130483
SN?,1210221210204103080
Blazar,1210211070014111403
AGN,1210200230154132703
SN,1210200120284120600
AGN,1210191210034106470
SN/AGN,1210191180014206445
Unknown,1210181321044127377
YSO,1210161350174146514
LPV,1210161290084140460
AGN,1210161150114109011
SN,1210151120044133047
AGN,1210151090024103368
CV,1210150150284109826
AGN,1210150150074131189
CV,1210150070174107414
AGN,1210141210034105779
CV,1210141071214123192
HPM,1210141070524139098
SN/AGN,1210141040194104716
AGN,1210141040144113641
SN,1210140121244119909
Blazar,1210131570224128099
HPM,1210131010164129332
SN,1210131010164113786
SN,1210131010084212549
SN,1210111380724113233
YSO,1210111350204155747
CV,1210110261114108086
Unknown,1210110090204111934
CV,1210101550574139561
CV,1210100230084125630
SN?,1210090211144147393
SN,1210090180074131839
HPM,1210090180064127981
SN/AGN,1210090180034141802
SN,1210090150164136276
SN/CV,1210090090104107398
SN,1210090090094131313
CV,1210090090084147600
AGN,1210081320094121285
Nova,1210081290084139283
Flare,1210081290084113755
HPM,1210081290064104773
Flare/SN,1210081261094137553
SN?,1210081210114120908
SN,1210081210094133123
SN?,1210081120114116244
CV,1210061380014126444
SN,1210061091254108515
HPM,1210061040054136923
CV,1210061011274106960
SN,1210061010114123149
CV,1210051211094121504
Unknown,1210051151104133364
SN,1210051121134133632
Unknown,1210051071234141464
SN?,1210051041234102585
AGN,1210041231174109433
CV,1210041071154132318
CV,1210040071104182143
CV,1210040041124149411
CV,1209271400104123217
SN,1209261380774102309
SN,1209261350774119449
HPM,1209261350054109025
HPM,1209260210054119103
SN,1209260090224105038
CV?,1209260090214114228
SN,1209251120034120839
AGN?,1209250041244211283
SN,1209241210154109886
CV,1209231181154135712
SN,1209231151184132183
HPM,1209220231174118379
Unknown,1209220121174144021
CV,1209220121154133884
SN/CV,1209220011114136533
Flare,1209211520514132992
CV,1209211231074134565
Blazar,1209211151114137208
Flare?,1209210040054102542
CV,1209210011174113721
AGN?,1209210010094134077
Flare,1209210010044118805
SN,1209201291104150818
SN,1209191290734112890
SN,1209190181234125108
AGN,1209190121244126312
AGN,1209190090144112412
HPM,1209190070174113766
Ast?,1209190040204133930
HPM,1209190011264107526
HPM,1209190010214109505
CV,1209181350714132323
SN,1209181261134125108
HPM,1209181090894150144
HPM,1209180040174139651
HPM,1209180040164133578
AGN,1209180010154103293
Blazar,1209171320804150109
Blazar,1209171260074119171
SN,1209171230834113314
SN?,1209171230104117349
AGN,1209171181184108688
CV,1209171181154142004
HPM,1209171151174127289
SN,1209161210094128601
AGN?,1209161150144108739
SN/Ast,1209161150114133785
SN?,1209150071264108321
SN,1209150070034133708
AGN,1209150040094134613
CV?,1209150011144164368
AGN?,1209141231074142497
Flare,1209141181134129658
SN,1209141090204129093
SN/CV,1209141090074136361
SN,1209141090064105618
AGN?,1209141090054139367
AGN?,1209141090024103854
SN,1209141071174108926
SN,1209141070054135993
CV?,1209131041184139147
SN?,1209130011214144832
HPM,1209061380774148393
SN,1208281231154134578
Var,1208280210014111715
AGN,1208251011234140766
SN,1208251011194110586
CV,1208130041114126118
HPM,1208130010894127116
SN,1208130010844101062
CV?,1208121350994133433
HPM?,1208121320804163185
CV,1207180151114104447
SN,1207180121154125168
Unknown,1207180041144129687
SN,1207180041124185000
HPM,1206230070764120012
Blazar,1206221400674113478
Flare,1206221121184125294
CV,1206220230744119534
CV,1206211520354130328
SN?,1206211350724121312
AGN?,1206211260814129076
SN?,1206211181204150735
CV,1206211150884114821
CV,1206201380794173913
SN,1206201040754130670
AGN?,1206191400564136457
AGN,1206191290534127278
SN,1206191260544117222
AGN?,1206191210014107066
CV,1206191120914106935
AGN?,1206191070854114355
AGN?,1206181320654120229
SN,1206181320644122933
SN,1206181260664109870
SN,1206181260644127774
HPM,1206181260564106689
HPM,1206181230684113341
SN,1206181230574132946
AGN,1206181230574113049
SN?,1206181070924179663
Blazar,1206181070784131643
LPV,1206181040794128810
AGN?,1206181011244129016
Unknown,1206181011244111034
Var,1206171150914202091
CV,1206171090824101743
Blazar,1206161380664102006
HPM,1206161291084136687
CV,1206161231134153898
SN?,1206161210804130399
SN,1206161150814110505
SN,1206151180564122192
SN,1206141570424120999
SN,1206141490544113083
HPM,1206141460544140072
Unknown,1206141460524107521
SN,1206141400594106740
Blazar,1206141380634106989
Blazar,1206141011194123909
CV,1206130011154131139
SN,1206121210604127753
SN,1206121210554127866
Comet,1206121180764135782
HPM,1206121180764126679
SN,1206121120794103898
CV,1206121090934157104
CV,1206120041094189989
AGN,1206111550334141904
SDSS,1206111460424124541
SN,1206111400624102259
AGN?,1206111150764121180
SN,1206111150664126745
CV,1206110040934111559
SN,1206101460644109240
AGN,1206101260734119158
CV,1206101260684134497
AGN,1206101150804138903
AGN,1206101150804131553
Flare,1206091490394141995
HPM,1206091490384128250
Flare,1206091210824118132
SN,1206091040884152624
CV,1206081260844152353
Unknown,1206081230834108521
CV,1206081210854103927
SN,1206081120904116691
CV?,1205301490684103562
CV,1205301380764113640
SN,1205301380684129929
SN,1205291570334115911
Blazar,1205291490534127415
AGN?,1205291400644137996
CV,1205290071154111903
Unknown,1205280181064170937
SN,1205280010674125715
Blazar,1205270180774158082
CV,1205270150814144994
CV?,1205270070854174078
YSO,1205260230814129756
Flare,1205260230684118049
YSO,1205260180844119174
CV,1205260070904186783
SN,1205251430694120110
SN/AGN,1205251430664113603
AGN,1205251260724133170
SN,1205251150794114147
AGN?,1205251150774142992
AGN/CV,1205251120814137249
SN?,1205251120764116072
Blazar,1205251090794110609
AGN?,1205241350674116196
SN,1205241230524115253
AGN,1205241210764128629
AGN,1205231210814118357
Blazar,1205221490314114861
AGN,1205221260674140369
HPM,1205211040684129945
Flare,1205211040644123308
AGN,1205201460454101969
CV,1205201210444122117
SN,1205191430324126387
CV,1205190090894173882
HPM,1205190090574131466
Unknown,1205181320634128305
AGN,1205171400674125150
SN,1205171400634128595
Flare,1205161380684113569
AGN,1205161290754103942
AGN?,1205161290654130472
SN,1205161230724111724
SN,1205161230674115059
SN,1205161150514108827
SN,1205161120534130600
Var,1205151460694129221
SN,1205151180784138953
SN,1205151180714144181
HPM,1205151180704135143
Ast?,1205151040694133260
SN,1205141230744108444
SN?,1205141120764115685
AGN,1205141090724110667
SN,1205011180804142223
SN,1204301290794121687
Blazar,1204300010664124998
CV/SN,1204281460294127844
AGN,1204281430424107070
SN,1204281380454105109
SN,1204271520454138340
Blazar,1204271460514140946
SN?,1204271400394113864
HPM,1204271380374105813
HPM,1204271350454119046
SN,1204251350794106704
AGN?,1204251210744110549
Blazar,1204251210744104178
CV,1204241320794103277
CV,1204241230644129791
CV,1204240120784120240
SN,1204240120744152086
SN?,1204240090814131436
CV?,1204231150484101073
CV/SN,1204231090504125181
CV,1204221570344112356
HPM,1204221570314133370
Flare,1204221550344115741
SN,1204221520304126274
SN,1204211260684121808
SN,1204211040484113178
CV,1204211010694130827
SN,1204210070784125022
SN,1204201320614114045
SN,1204200210694121488
SN,1204200210694112972
CV?,1204200210654105431
HPM,1204191260584120421
SN,1204191230754136211
SN,1204191210774114860
Flare,1204191180784142832
SN,1204191180764119622
CV,1204191120874110393
SN,1204181210654142274
Flare,1204181090694129660
SN,1204181070624101793
SN?,1204171260634121477
HPM,1204171010844154549
CV,1204170230734168358
Flare,1204170210764114312
SN/CV,1204161210684133029
SN,1204161120574107039
SN,1204161070504138772
CV,1204160090804156953
SN,1204160090644123128
SN?,1204151120714126832
SN,1204151040924106888
SN,1204150090594144402
Unknown,1204150070914181101
AGN,1204150010564139268
SN,1204130010724117396
Blazar,1204111210464120236
Flare,1204111180464108242
AGN?,1204111070674115324
SN,1204111070634123111
SN,1204111070614124392
SN,1204021550384131537
SN?,1204021260814160993
HPM,1204011460534140759
SN,1204011460524120859
HPM,1204011460504139961
SN,1204011460464119919
Blazar,1204011430554143340
HPM,1204011400464123825
SN,1204011400424136005
Unknown,1204011320724147446
SN,1204011320724136527
AGN,1204011290764127641
SN?,1204011290684108433
HPM,1204011230584135800
SN,1204011210724143746
AGN,1203301090664128814
Var,1203300120834156131
Blazar,1203300120654103092
CV,1203300070824160651
SN,1203300070554127127
AGN,1203291290604100838
HPM,1203291290594112656
AGN,1203291290584148947
SN,1203291150674137948
AGN,1203281230634113206
SN,1203281230624117329
SN/AGN?,1203281210654134717
SN,1203281180804139974
HPM,1203281180794110813
SN,1203281180644135630
AGN,1203281180634123135
CV,1203281070834142673
SN,1203281070824134397
SN,1203281040834151830
SN?,1203280070584118839
Flare,1203271120774136078
SN/AGN?,1203271070754115152
SN,1203271040774143775
CV,1203270230714118652
SN,1203270010604115428
SN/CV,1203261260764111970
CV,1203261150844117628
HPM,1203251290514127097
SN,1203251260444104852
AGN,1203251150614137172
SN,1203250150664136435
CV/Var,1203240180534128079
SN,1203231490434144506
CV,1203231490404144289
HPM,1203230070844128605
CV,1203230070484145267
SN,1203221400724152974
CV,1203221400694127604
Blazar,1203221320614122224
AGN,1203221290584150613
AGN,1203221260624125868
SN?,1203221230614107477
SN,1203221150684107839
AGN?,1203221090694148273
AGN,1203221090694114710
Blazar,1203211150634107384
AGN?,1203211120624119057
Unknown,1203211120624103836
SN,1203211070684117141
AGN,1203211070594126778
AGN,1203211040684103351
CV,1203171430534109123
HPM,1203171430524142064
Unknown,1203171120764111042
AGN,1203171120744115873
SN?,1203171040774145482
SN,1203171040634108482
Blazar,1203160260584151559
HPM,1203160210754158388
Blazar,1203160180504151498
AGN,1203160070784118493
CV,1203160070494138975
HPM,1203160010874160538
SN,1203151380564116199
CV?,1203151320574115085
YSO,1203151320184121250
CV,1203151010534135815
AGN,1203151010514146929
Flare?,1203141150504107538
SN,1203131180174105289
SN,1203131150574115737
AGN?,1203131070634111916
Unknown,1203131070594106136
CV,1203130040714120326
AGN?,1203041150714144781
CV,1203040210674137242
AGN,1203040180634119296
CV?,1203040150784131305
AGN,1203031550344130821
SN?,1203031430444127282
Blazar,1203030150774108166
SN,1203030150524112736
CV,1203030120794158924
Unknown,1203021290394123900
SN,1203021040804135302
Flare,1203021040484122366
CV,1203011430364110176
CV,1203011400324135123
AGN?,1203011290654129080
SN,1203011230674219852
SN?,1203011070774116434
CV,1203010090874127108
SN,1203010090874125669
CV,1203010040914152637
Blazar,1202291210684145534
SN?,1202291120774143126
SN,1202291040814137444
CV,1202290070794150520
AGN?,1202271120734147987
SN?,1202271120714133774
AGN,1202271090714128401
Flare,1202271090564148720
Flare,1202270180614102583
CV,1202261260634124245
AGN,1202261260624129965
Unknown,1202260210474151452
OH_IR,1202260210474119845
Blazar,1202260120494134895
AGN,1202251320404143265
AGN,1202251230594123343
Blazar,1202251210174133400
Blazar,1202251150634109184
AGN,1202251090634107419
SN,1202251090624111413
AGN,1202251070524127910
LPV,1202251040804151905
Flare,1202251040774141275
HPM,1202251040734116583
SN,1202251040584109286
AGN,1202251040524116814
SN,1202251010754143975
CV,1202241520334122430
HPM,1202241490394103458
SN?,1202241430424107104
Blazar?,1202241350454148466
SN,1202241320634124271
CV?,1202241290254205467
SN,1202241210764144227
CV,1202241150824131980
SN?,1202240120224143087
SN,1202240070524129645
SN,1202240010544124757
AGN,1202240010534114045
AGN,1202231380394131953
SN,1202231350444125102
SN,1202231320474151098
SN?,1202230010724117826
Nova,1202221290084142231
CV/AGN,1202221230474123882
SN,1202221230444107847
SN?,1202221210484122506
CV,1202221210484117870
SN,1202221180514124105
SN,1202221150494128516
CV,1202220210654145270
CV,1202220120324111615
AGN,1202220040624132417
SN,1202211520394112056
HPM,1202210090864126508
HPM,1202210090794158083
SN?,1202201090734136467
AGN,1202201070784120151
AGN,1202191400454110288
Blazar,1202191380504109013
SN,1202191350514141588
SN,1202191150664141850
SN,1202181290534121521
SN?,1202181260414118493
SN,1202181210594123955
Blazar?,1202181150604102595
Blazar,1202181120624121569
SN,1202181120094104611
AGN,1202181070674127854
HPM,1202180120574141811
SN?,1202121260244130202
Blazar,1202121010054134906
SN,1202111180194119491
SN?,1202111150194115089
SN,1202101400324103979
SN,1202101150794131422
CV,1202101150434141552
SN,1202021070664129118
CV,1202020040654134554
AGN,1202011430404119121
SN?,1202011400464113207
SN,1202011230574141827
CV,1201311430024134321
AGN,1201311230504128262
Flare?,1201311010304151839
Flare,1201301180554121756
Flare,1201301180224121978
HPM,1201301010874161028
CV,1201301010874137575
AGN,1201300070844140751
HPM,1201291490454131189
AGN,1201291430584111851
HPM,1201291380614145815
SN?,1201291320614144078
Blazar,1201291120484130165
HPM,1201291070524145310
SN?,1201290090244146277
HPM,1201271460484105896
Flare,1201271040284172041
CV,1201271010844132020
SN,1201270150154131595
SN,1201270070044115659
SN,1201270040834130467
SN,1201261660164154694
SN?,1201261380514112452
SN/AGN,1201261350544143066
Blazar,1201261350534144397
SN,1201261320094110231
CV,1201261320044143471
SN,1201261290034138053
AGN,1201261230594143565
SN,1201260180744150980
SN,1201251320574121892
SN/AGN,1201251320574108485
Var,1201251290084153337
Flare,1201251260114103174
SN?,1201251120714139073
SN,1201251120674126894
AGN,1201251120674102201
SN,1201251090674127372
SN,1201251010764111828
HPM,1201250150604137052
HPM,1201231570324142982
SN,1201231350504110090
AGN,1201231290534138174
Blazar,1201231180824106091
SN,1201231010634150043
HPM,1201230150784136277
SN,1201230040734148678
Unknown,1201230010644109131
SN/AGN,1201230010614128703
SN,1201211210504102902
AGN,1201211040084125122
AGN?,1201210070644128573
CV,1201201180424110668
Unknown,1201201150164103852
SN?,1201201120844113010
CV,1201200150464142250
CV,1201191570254149183
HPM,1201191490334131246
HPM,1201191430414129179
Blazar,1201191290494112719
SN,1201191211184129017
AGN,1201191150534121730
AGN,1201181320014109239
AGN,1201181260724114611
SN/AGN?,1201181230504126426
Unknown,1201181210544116069
SN,1201181150574105414
Blazar,1201181150564107728
AGN,1201181070194115579
SN,1201181070164109690
AGN,1201181010574131090
Blazar,1201181010234147842
Flare,1201141120454117896
AGN?,1201141120144127228
AGN,1201131350584118676
SN,1201131320644119665
SN,1201131260694106174
HPM,1201131260424117626
SN,1201131260394127203
CV,1201131150224104750
HPM,1201091210644109910
AGN,1201041460464123580
HPM,1201041460454138916
HPM,1201041430514116028
SN,1201041150694132441
SN,1201041040034112466
CV,1201040090064129965
SN,1201031091224104671
SN?,1201030230274123794
CV?,1201030150494145299
Unknown,1201030120574119891
SN,1201030090684120517
Blazar,1201030070034134767
CV,1201021570394133935
AGN,1201021430344132418
CV?,1201021380994107226
SN?,1201021290474146697
AGN?,1201021260504136346
Blazar,1201021011244127624
CV,1201020070324109588
AGN,1201020010564145870
CV,1201011660254140001
HPM,1201011660234106090
Blazar,1201011520384133265
AGN,1201011210784128966
SN?,1201011210774111284
SN,1201011180814127125
CV,1201011180804126761
SN?,1201011010664138113
Unknown,1112311210524132932
Blazar,1112311210524123781
Unknown,1112311210514143633
AGN,1112311180504113322
SN,1112311070254117349
SN,1112311040804104408
SN?,1112311040794127902
Unknown,1112310120164104369
CV,1112310040214127410
Flare,1112310010184138365
Flare,1112301490234160140
Blazar,1112301380354137481
SN?,1112301150784113008
SN,1112301150764143883
Flare,1112301090184104199
SN,1112301040104138020
SN,1112291520354119881
Blazar,1112291520334118638
SN,1112291460404116264
Blazar,1112291430434117574
CV,1112291400464106575
AGN,1112291380484132004
SN?,1112291320514129026
SN?,1112291260584131842
LPV,1112291120524129371
AGN,1112291120514141825
SN,1112290040664120037
SN,1112281400444128867
Unknown,1112281040514107965
CV,1112280090094129502
SN?,1112280090084117291
SN,1112280010534124058
CV,1112271181144146614
SN,1112271010584136372
SN,1112270090124101221
SN,1112270040264130157
SN,1112251400344119989
CV,1112251320174117100
SN/CV,1112251320154107302
CV,1112251290214173345
SN?,1112251180524135291
SN,1112251150734136050
AGN,1112251090074105873
AGN,1112250011254116827
Flare,1112241180034118508
AGN,1112241150694114923
AGN?,1112241090224127804
Flare,1112241070214144460
SN,1112241010694129423
CV,1112171180214124889
Blazar,1112161230394126529
SN?,1112011320244178658
YSO,1111301120304120184
YSO?,1111301090294102584
AGN,1111301090274136153
SN,1111301040484136988
SN,1111300260014103252
Flare,1111300070314154439
CV,1111300010444152229
SN,1111291231164135344
RRLyrae,1111291231104136038
CV,1111281380784154913
CV?,1111281210664105894
AGN?,1111281180604107692
SN,1111281150614125119
SN?,1111281120704127010
AGN,1111281010144134599
CV,1111280151174112104
HPM,1111280090254147222
SN,1111280070274158322
Unknown,1111280040064107908
CV,1111271320174145528
AGN,1111271180094145781
SN,1111271120024141105
SN?,1111271070034113062
CV,1111241660174140627
SN,1111241070264146997
CV,1111231290234184573
Mira,1111231290224144399
SN,1111231210464117038
Unknown,1111230010184112537
Blazar,1111221120534115711
SN,1111221070164127486
SN,1111221040604112067
CV,1111221040194145937
HPM,1111191230074124966
SN,1111191120034144818
SN,1111181490664163515
Unknown,1111181380174107847
CV,1111181380124132585
SN,1111181230384140281
Blazar,1111181180104130016
CV,1111181150284160207
CV,1111181120284107174
Unknown,1111181120274120028
SN/CV,1111181070424172387
Blazar,1111171350514136075
SN,1111170120064131084
Ast?,1111170120034124911
SN?,1111170090054116957
SN?,1111170010084134941
CV,1111161120264111887
CV,1111161070254130896
Unknown,1111160181114122437
SN,1111160010064104203
HPM,1111151180174127137
HPM,1111031520324144272
Flare,1111031400964117601
CV,1111031400324158535
SN,1111031350994156252
HPM,1111031320334130168
SN,1111030090134103780
SN?,1111030010194136402
AGN,1111030010164113022
YSO,1111021290254190624
CV/AGN?,1111020260074117684
SN/Ast,1111020260014102295
Var,1111020230294162846
Unknown,1111020230054135320
CV,1111011351054108718
CV,1111011291114153567
SN?,1111010210254112004
Unknown,1110311260854171619
Ast?,1110311071264128913
SN?,1110310180154126160
SN,1110301180524111833
CV,1110301150434131503
SN,1110301090144110100
Flare,1110300150114120497
SN,1110300070154106463
Blazar,1110281630424126946
SN,1110281380464122093
SN,1110281210094139926
SN?,1110280011254102820
Unknown,1110271320464106116
Blazar,1110271260474102152
CV,1110271210414133893
SN,1110270070124134909
SN,1110261350144140084
Flare,1110241430314158229
HPM,1110241380714146036
SN,1110241350454133658
SN,1110241350454116949
CV,1110241350124145757
CV,1110241071164105629
SN?,1110241071134162729
SN,1110231380744134000
Mira,1110231351004159200
Blazar,1110231321034126384
CV,1110231150294110535
SN,1110230121074196339
AGN?,1110230090074112399
SN,1110221290484112027
CV,1110221210884105604
CV,1110221071114172099
CV,1110211570544121270
CV/Ast,1110211550594121474
Blazar,1110211550594103326
CV,1110211321074152444
CV,1110211151144101343
Unknown,1110210211204114444
SN,1110201211154112050
CV,1110201090264162525
SN?,1110200260114134799
Unknown,1110200040214115179
CV,1110191350734141576
CV,1110190210074126561
SN?,1110190180154119758
Var/SN,1110190180054134516
CV,1110190151224118079
SN,1110181430644248816
Unknown,1110181350104113460
YSO,1110181320174103285
Blazar,1110181290134107909
Var,1110180090124117413
SN,1110171150094126930
Blazar,1110171090534127312
SN,1110170041194139877
SN?,1110170040194113879
SN,1110161180084108543
Unknown,1110150071234137016
HPM,1110150071224124349
HPM,1110061400064119848
CV,1110061320094139400
AGN,1110061260014124074
CV,1110041261074109922
CV,1110041231084160493
CV,1110031010314155163
CV,1110031010314135324
Unknown,1110030260084132942
HPM,1110030040324144414
HPM,1110010040154108586
SN/AGN,1110010040124112111
SN?,1109301460284140459
SN,1109301400304127819
AGN,1109301180114106824
SN,1109301041154116618
Carbon,1109300071124153856
CV,1109300011114151150
SN/Ast?,1109291260164132993
Unknown,1109291120214146918
Flare,1109291090214135845
Flare,1109290091254140479
SN?,1109281090184132785
SN,1109261070014122864
Flare,1109260070234114098
Blazar,1109260040234128189
HPM,1109251210404110806
SN,1109241350074121359
CV,1109241290094101455
AGN,1109240090114106079
YSO,1109231260224137668
SN,1109231120234136074
Mira,1109230231114129617
Comet,1109230181234122987
CV,1109230070203125535
HPM,1109221321074116304
CV,1109211291054157070
CV,1109211210014107917
CV,1109211150844146881
Blazar,1109211120074116827
Flare,1109211070144138167
Flare?,1109210010064139552
AGN?,1109210010054127979
CV,1109201210794130197
SN,1109200090054128813
SN?,1109191091224136211
HPM,1109191040054134919
SN,1109190151184111644
CV,1109190121114107721
CV,1109190011114173187
SN,1109181260824120853
SN,1109181070024115267
Comet,1109181041224123976
CV,1109181041214127798
SN,1109181041214105836
SN,1109181011234130569
HPM,1109180071244128796
Flare,1109180071244109258
SN,1109180071134113477
Blazar,1109180041254129754
Flare,1107031350754120112
SN,1107031180794128821
SN,1107031070764142675
Unknown,1107030151164136669
SN?,1107030091124153498
SN,1107030071174105491
CV,1107030071114165760
SN,1107021180094118167
SN,1107021041264109182
SN,1107011150104107901
SN,1107011120104119909
HPM,1107011120094102684
SN,1107011040674116917
Blazar,1107011040034131568
CV,1107010211074141939
Blazar,1107010071244113143
SN?,1107010040834139996
SN,1106300040664124267
CV,1106281211124109922
CV,1106281150754114905
AGN,1106281120744122021
SN?,1106281090764135376
SN,1106241070834132854
Flare,1106241070734138383
AGN/Blazar,1106241010694118297
SN,1106241010684107404
CV,1106231150914161482
CV,1106231070924122777
Unknown,1106230121174138784
SN,1106230040724111069
Blazar,1106210091084179317
CV,1106210071094164382
SN,1106131630404111710
CV,1106131350674124017
CV,1106131091164120795
SN,1106121180634112775
SN?,1106121150614113883
SN,1106121120634119163
SN,1106111350474117100
CV,1106111320694137973
SN,1106111260764139610
CV,1106111070884131228
CV,1106101520474116185
HPM,1106101380624102629
CV,1106101350804125610
CV,1106101320834120295
CV,1106101290854138513
SN,1106091460514127317
SN?,1106091430534110587
CV,1106091430394126567
SN,1106091400584128136
SN,1106091210774115315
SN,1106081041174137140
AGN,1106071400654101671
SN,1106070070614107631
SN,1106070010614108286
CV,1106061121124182967
SN,1106060010764124342
Flare,1106051350744108815
HPM,1106051180764143736
SN,1106051150794129411
Mira,1106040230824154629
Mira,1106040210844128759
SN,1106040070854120186
SN,1106040010704126932
CV?,1106030120874113978
AGN,1106030090804118443
Mira,1106030010924119967
SN,1106021230774137681
SN?,1105271320664124545
SN,1105271290664147324
SN,1105271260674101879
CV,1105270041164147506
Flare,1105261210664103986
HPM,1105261180674132072
SN,1105251230744110738
SN?,1105251210754139550
SN,1105251150824111853
SN/AGN,1105251150774137168
SN,1105250120744147105
SN,1105250041124147194
CV/SN,1105250040794109366
HPM,1105241150674125381
AGN,1105241150644113130
AGN,1105241010704124644
SN,1105201290594110800
CV,1105201121174113562
CV,1105201010824136363
CV,1105200150784122250
SN,1105141660354112704
Blazar,1105141600304117225
SN?,1105140070484114297
Blazar,1105131490324110809
HPM,1105131071194105275
CV,1105130260734133788
CV,1105130041134149159
Blazar,1105121350644129864
CV,1105121350404109472
SN,1105121290674113405
SN,1105121180714104146
SN,1105120260674103467
